name,fish_group,visual_effect,user_id,rating,item_id
"2 x blue spotted perch ""Neon Blue"" - Aequidens pulcher - DNZ - 5cm - pair",Cichlids,especially colorful,98,8,284
Redfin Loach - Yasuhikotakia (Botia) modesta,Loaches,swarm behaviour,98,5,171
"2x scalar ""Green mirror"" - Pterophyllum scalare - DNZ - pair",Cichlids,forms territories (when spawning),98,5,313
L114 - Leopard Cactus Catfish - Pseudacanthicus cf. leopardus - 4-6cm,Catfish,forms precincts,98,2,203
Scalar marble XL - Pterophyllum scalare,Cichlids,forms territories (when spawning),98,3,308
"2x Red Dwarf Cichlid - Apistogramma agassizii ""Red"" - DNZ pair",Cichlids,forms territories (when spawning),98,4,281
Emperor clown loach - Botia udomrithruji,Loaches,swarm behaviour,98,5,196
Guppy koi blond tuxedo - Poecilia reticulata,Tooth carp,especially colorful,98,6,472
Female blue glass guppy - Poecilia reticulata,Tooth carp,especially colorful,98,9,507
Streamlined Armored Catfish - Corydoras arcuatus,Catfish,swarm behaviour,98,8,189
Male Fighting Fish - Betta splendens,Labyrinth fish,especially colorful,98,9,399
Swordtail Lyre Mix - Xiphophorus Helleri,Tooth carp,especially colorful,98,9,494
Peacock Cichlid albino - Astronotus ocellatus,Cichlids,interesting body shape,98,10,335
"Platy ""Red Wagtail"" - Xiphophorus maculatus",Tooth carp,especially colorful,98,6,455
Goldstreaked Armored Catfish - Corydoras schultzei,Catfish,swarm behaviour,98,6,253
L 144 golden catfish - Ancistrus spec.,Catfish,interesting body shape,98,7,246
Dwarf tetra - Nannostomus marginatus,Tetra,especially colorful,98,7,85
"Betta male Superdelta ""Dumbo Ear""xl",Labyrinth fish,especially colorful,98,6,430
L226 - Pink Tiger Pleco - Panaqolus changae - 5-6cm,Catfish,especially colorful,98,6,210
2 x Forktail Checkerboard Cichlid - Dicrossus filamentosus - 4cm - pair,Cichlids,forms territories (when spawning),98,4,294
Scalar red ghost - Pterophyllum scalare,Cichlids,interesting body shape,98,9,360
"Parrot Platy ""Hawaii"" - Xiphophorus variatus",Tooth carp,especially colorful,98,7,471
2x Red Cichlid - Hemichromis lifalili - DNZ,Cichlids,forms precincts,98,3,279
Charcoal Barb - Haludaria fasciata,Barbs,swarm behaviour,98,8,57
Discus red melon DNZ - Symphysodon aequifasciatus,Cichlids,especially colorful,98,9,268
2x Yellow Viktoria Mouthbrooder - Haplochromis rock kribensis - DNZ 5cm,Cichlids,forms territories (when spawning),98,3,323
Miguelito Armored Catfish - Corydoras virginiae,Catfish,swarm behaviour,98,8,183
Guppy koi tuxedo - Poecilia reticulata,Tooth carp,especially colorful,98,6,467
"Guppy male ""blue moscow"" - Poecilia reticulata",Tooth carp,especially colorful,98,8,478
Five girdle barbel - Desmopuntius (Puntius) pentazona,Barbs,especially colorful,98,8,19
"2x cockatoo dwarf cichlid ""red"" - Apistogramma cacatuoides - DNZ pair",Cichlids,forms territories (when spawning),98,5,364
Green Laser Mailed Catfish DNZ - Corydoras spec. neon green stripe,Catfish,especially colorful,98,6,151
2x dwarf gourami - Trichogaster lalius - pair,Labyrinth fish,especially colorful,98,8,393
"Parrot Platy ""Hawaii - high fin"" - Xiphophorus variatus",Tooth carp,especially colorful,98,7,493
"2x Gourami ""Gold"" - Colisa chuna - pair",Labyrinth fish,especially colorful,98,8,397
Red Fin Sucker - Pseudogastromyzon myersi red fin,Loaches,interesting body shape,98,8,222
"Cardinalfish gold - Tanichthys albonubes ""gold""",Beardies,especially colorful,98,7,49
Kaiser cichlid albino pink peacock - Aulonocara firefish albino,Cichlids,especially colorful,98,7,339
L128 - Blue Phantom - Hemiancistrus spec,Catfish,especially colorful,98,6,214
Sand ́s Panzerwels DNZ ​​- Corydoras davidsandsi,Catfish,swarm behaviour,98,8,162
Black Thorn Eye - Pangio pangia,Loaches,especially colorful,98,9,135
Saddleback Mailed Catfish - Scleromystax barbatus - DNZ,Catfish,swarm behaviour,98,6,145
Red Lipstick Barbel - Pethia erythromycter,Barbs,especially colorful,98,8,93
Black-banded tetra - Hyphessobrycon melanostichos,Tetra,swarm behaviour,98,6,125
Ear grating Loricariidae - Otocinclus,Catfish,swarm behaviour,98,8,247
Tortoiseshell Catfish - LDA 16 - Ancistrus sp. - DNZ,Catfish,forms precincts,98,3,236
"Swordtail ""Lyra"" - Xiphophorus Helleri",Tooth carp,especially colorful,98,7,486
"Sailfin ""dalmatian"" - Poecilia velifera",Tooth carp,especially colorful,98,6,497
"Swordtail ""Koi Sanke"" - Xiphophorus Helleri",Tooth carp,especially colorful,98,6,469
Golden Phantom Tetra - Megalomphodus roseus,Tetra,swarm behaviour,98,7,126
"Endler's guppy male ""green tiger"" - Poecilia wingei",Tooth carp,especially colorful,98,7,480
"Red Albino Emperor Cichlid - Aulonocara sp. ""Fire Fish Albino""",Cichlids,forms precincts,98,5,327
Coral Platy - Xiphophorus maculatus,Tooth carp,especially colorful,98,8,518
Brown White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,98,5,535
African Butterflyfish - Pantodon buchholzi,Bone Tongues,especially colorful,98,8,376
Blackwing Hatchetfish - Carnegiella marthae,Tetra,swarm behaviour,98,7,71
"Female guppy ""koi kohaku"" - Poecilia reticulata",Tooth carp,especially colorful,98,7,508
Shark catfish - Pangasius sutchi,Catfish,forms precincts,98,5,208
"Axolotl ""White"" - Ambystoma mexicanum - DNZ",Other fish,especially colorful,98,7,531
Female Betta Dumbo Ear - Betta splendens,Labyrinth fish,interesting body shape,98,7,413
Discus red map DNZ - Symphysodon aequifasciatus,Cichlids,especially colorful,98,7,337
"Veiltail leopard danio - Danio frankei ""long fin""",Beardies,swarm behaviour,98,6,47
"Female Guppy ""Snake Green"" - Poecilia reticulata",Tooth carp,especially colorful,98,6,481
Dwarf Snakehead - Channa gachua blue bengal - DNZ 8-10cm,Other fish,forms territories (when spawning),98,4,532
Scalar gold XL - Pterophyllum scalare,Cichlids,especially colorful,98,8,307
Spotted Thorn Eye - Pangio kuhlii,Loaches,especially colorful,98,6,241
Endler guppy male red scarlett - Poecilia reticulata,Tooth carp,especially colorful,98,7,441
Guinea fowl catfish - Synodontis angelicus 6cm,Catfish,especially colorful,98,6,181
Emperor Cichlid Red Flush - Aulonocara hansbeanschi Red flush,Cichlids,forms territories (when spawning),98,5,357
"2 x butterfly cichlid ""electric blue"" - Microgeophagus ramirezi - pair",Cichlids,especially colorful,98,8,288
2x Gourami - Trichogaster leeri - pair,Labyrinth fish,forms territories (when spawning),98,4,431
2x Red-crested Eartheater - Geophagus steindachneri - DNZ 5 cm,Cichlids,forms territories (when spawning),98,3,275
Beautiful Snakehead - Channa pulchra - DNZ - 10cm,Other fish,forms territories (when spawning),98,6,533
Female fighting fish black samurai - Betta splendens,Labyrinth fish,especially colorful,98,7,404
"2x Emerald Perch - Pelvicachromis taeniatus ""Nigeria Red"" - pair",Cichlids,especially colorful,98,7,352
Redtail Rasbora - Rasbora borapetensis,Beardies,especially colorful,98,6,97
Veiled Barb - Pethia conchonius,Barbs,especially colorful,98,6,91
2 x Fairy Bass - Neolamprologus brichardi - pair,Cichlids,forms precincts,98,2,282
Bitterling Barb - Barbus titteya,Barbs,especially colorful,98,7,74
Red-blue Colombian - Hyphessobrycon columbianus,Tetra,swarm behaviour,98,6,115
Sparkling Tetra - Hyphessobrycon amandae,Tetra,especially colorful,98,8,11
"Sailfin ""gold"" - Poecilia velifera",Tooth carp,especially colorful,98,8,491
L183 White fringed Ancistrus - Ancistrus sp. - DNZ 5cm,Catfish,forms territories (when spawning),98,5,184
2 x steel blue Johanni-Maingano Melanochromis cyaneorhabdos (johannii Maingano) - pair,Cichlids,especially colorful,98,9,254
Medaka Medaka - Oryzias latipes,Carps,especially colorful,98,8,374
Three-banded Tetra - Nannostomus trifasciatus,Tetra,especially colorful,98,7,110
Longitudinal strip of ornamental tetra gold - Nannostomus beckfordi,Tetra,especially colorful,98,6,82
"Corydoras aeneus ""black"" - Corydoras aeneus - DNZ",Catfish,swarm behaviour,98,6,245
"2 x butterfly cichlid ""lemon gold"" - Microgeophagus ramirezi - pair DNZ",Cichlids,especially colorful,98,6,363
Axolotl - Ambystoma mexicanum - DNZ,Other fish,especially colorful,98,6,534
White spotted cichlid DNZ - Tropheus duboisi maswa,Cichlids,forms territories (when spawning),98,3,331
Spotted Blue-Eyed - Pseudomugil gertrudae,Spikefish,especially colorful,98,6,55
"2x cockatoo dwarf cichlid ""orange"" - Apistogramma cacatuoides - DNZ pair",Cichlids,forms territories (when spawning),98,4,350
Crossband garfish - Epiplatys dageti dageti - DNZ,Spikefish,especially colorful,98,7,372
"2 x Opal Apistogramma - Apistogramma borelli ""Opal"" DNZ - pair",Cichlids,especially colorful,98,8,319
"Swordtail ""Red"" - Xiphophorus Helleri",Tooth carp,especially colorful,98,7,468
Platy Berliner - Xiphophorus maculatus,Tooth carp,especially colorful,98,8,505
Blackfin Mailed Catfish - Corydoras leucomelas,Catfish,swarm behaviour,98,8,187
Star spot tetra EU NZ - Pristella maxillaris,Tetra,swarm behaviour,98,8,23
Red loach armored catfish - Aspidoras C125,Catfish,interesting behaviour,98,4,224
Fighting fish male poster lg - Betta splendens,Labyrinth fish,interesting body shape,98,7,398
"2x dwarf gourami ""Red"" - Colisa lalia - pair",Labyrinth fish,especially colorful,98,6,395
3x Snarling Dwarf Gourami - Trichopsis pumilus 2W/1M,Labyrinth fish,forms territories (when spawning),98,6,387
Female Lemon Guppy - Poecilia reticulata,Tooth carp,especially colorful,98,7,465
L46 Zebra loricariid - Hypancistrus zebra,Catfish,especially colorful,99,7,237
Panda Platy - Xiphophorus maculatus,Tooth carp,especially colorful,99,6,516
Red witch catfish - Rineloricaria sp. - 4cm - DNZ,Catfish,especially colorful,99,5,174
"Molly ""Dalmatian"" - Poecilia sphenops",Tooth carp,especially colorful,99,4,448
Four-striped Slim Cichlid - Julidochromis regani DNZ,Cichlids,forms territories (when spawning),99,6,299
"Female Guppy ""Blue"" - Poecilia reticulata",Tooth carp,especially colorful,99,5,519
Flagtail Glassfish - Rasbora trilineata,Beardies,interesting behaviour,99,6,70
King Tetra Super Blue DNZ - Inpaichthys kerri super blue,Tetra,especially colorful,99,6,73
Swordtail Koi Kohaku - Xiphophorus Helleri,Tooth carp,especially colorful,99,6,451
"Guppy male ""red blond"" - Poecilia reticulata",Tooth carp,especially colorful,99,4,458
Glow-eyed rasbora - Rasbora dorsiocellata,Beardies,swarm behaviour,99,7,41
2 x steel blue Johanni-Maingano Melanochromis cyaneorhabdos (johannii Maingano) - pair,Cichlids,especially colorful,99,6,254
Harlequin Bass - Uara amphiacenthoides,Cichlids,interesting behaviour,99,9,340
2x Bulgehead Mouthbrooder - Cyrtocara moorii - DNZ pair,Cichlids,forms territories (when spawning),99,4,258
Female Betta - Betta splendens,Labyrinth fish,especially colorful,99,4,394
"Guppy male ""neon blue"" - Poecilia reticulata",Tooth carp,especially colorful,99,7,442
Golden Phantom Tetra - Megalomphodus roseus,Tetra,swarm behaviour,99,5,126
Tortoiseshell Catfish - LDA 16 - Ancistrus sp. - DNZ,Catfish,forms precincts,99,1,236
King Tetra - Inpaichthys kerri EU-NZ,Tetra,especially colorful,99,4,318
African Butterflyfish - Pantodon buchholzi,Bone Tongues,especially colorful,99,5,376
Black Scalar XL - Pterophyllum scalare,Cichlids,interesting body shape,99,4,347
"2x Scalar ""White Marble"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),99,4,292
Synodontis polly white - 4-6cm,Catfish,especially colorful,99,4,278
Zebrafish - Brachydanio (Danio) rerio,Beardies,swarm behaviour,99,6,10
Mosaic Gourami - Trichogaster leeri,Labyrinth fish,forms territories (when spawning),99,6,401
Endler guppy male el tigre - Poecilia wingei,Tooth carp,especially colorful,99,6,474
Guppy koi blond tuxedo - Poecilia reticulata,Tooth carp,especially colorful,99,6,472
Blackfin Mailed Catfish - Corydoras leucomelas,Catfish,swarm behaviour,99,5,187
True Altum Scalar - Pterophyllum altum,Cichlids,forms territories (when spawning),99,4,320
"Platy ""korall berliner"" - Xiphophorus maculatus",Tooth carp,especially colorful,99,4,515
Mountain catfish - Chaetostoma thomasi,Catfish,interesting body shape,99,5,172
Hawaiian Platy - Xiphophorus maculatus,Tooth carp,especially colorful,99,5,510
Scalar snow diamond - Pterophyllum scalare,Cichlids,interesting body shape,99,2,343
Betta splendens female poster DNZ - Betta splendens,Labyrinth fish,especially colorful,99,5,422
"2x Emerald Perch - Pelvicachromis taeniatus ""Nigeria Red"" - pair",Cichlids,especially colorful,99,4,352
2x purple perch - Pseudotropheus lombardoi DNZ pairs,Cichlids,especially colorful,99,4,348
L270 - Chocolate Zebra Catfish - Hypancistrus sp. 5cm,Catfish,especially colorful,99,5,244
"Molly ""Black Lyra"" - Poecilia sphenops",Tooth carp,especially colorful,99,7,520
Honeycomb Catfish - Glyptoperichthys gibbiceps - L165,Catfish,forms precincts,99,3,154
"Female ""red blond"" guppy - Poecilia reticulata",Tooth carp,especially colorful,99,7,449
Strawberry rasbora - Boraras naevus,Beardies,swarm behaviour,99,7,129
L129 Colombian Zebra Catfish - Hypancistrus debilittera,Catfish,especially colorful,99,6,165
Clown Loach - Botia macracantha - S,Loaches,forms precincts,99,1,234
L136 - Demini Angelfish - Hypancistrus sp. DNZ 5cm,Catfish,especially colorful,99,5,164
Discus heckel DNZ - Symphysodon discus,Cichlids,especially colorful,99,5,305
Tiger Mouthbrooder DNZ - Nimbrochromis livingstonii,Cichlids,interesting behaviour,99,9,257
"Guppy male ""cobra blue"" - Poecilia reticulata",Tooth carp,especially colorful,99,6,498
2x Rachow's killifish - Nothobranchius rachovii - pair,Carps,especially colorful,99,4,371
Eyespot Puffer - Dichotomyctere ocellatus (Tetraodon biocellatus),Pufferfish,especially colorful,99,4,385
Scalar color mix - Pterophyllum scalare,Cichlids,forms territories (when spawning),99,5,256
Jaguar / Magnificent Loach - Yasuhikotakia splendida - 4-6cm,Loaches,especially colorful,99,4,197
L 190 Catfish - Panaque cf. nigrolineatus,Catfish,interesting body shape,99,5,220
"Fighting fish male ""Red"" xl",Labyrinth fish,especially colorful,99,5,400
Finite bichir - Polypterus finiteri - 4cm,Other fish,forms precincts,99,4,529
Slanting - Nannostomus unifasciata,Tetra,interesting behaviour,99,8,109
Scalar gold XL - Pterophyllum scalare,Cichlids,especially colorful,99,5,307
Callous Catfish - Megalechis thoracata (Hoplosternum thoracatum) 5cm,Catfish,forms territories (when spawning),99,5,242
Cherry spotted tetra - Hyphessobrycon erythrostigma,Tetra,especially colorful,99,5,67
L038 - Banded dwarf shield catfish - Peckoltia spec.,Catfish,especially colorful,99,4,163
Scalar marble XL - Pterophyllum scalare,Cichlids,forms territories (when spawning),99,5,308
Betta male superdelta Dumbo Ear lg - Betta splendens,Labyrinth fish,interesting body shape,99,2,418
Gold Molly Lyratail - Poecilia sphenops,Tooth carp,especially colorful,99,7,512
Elliot's Cichlid DNZ - Thorichthys maculipinnis (ellioti),Cichlids,especially colorful,99,5,361
Betta male Dumbo Ear poster lg-xl - Betta splendens,Labyrinth fish,interesting body shape,99,5,412
Red-tailed Feather Tetra - Hemiodus gracilis,Tetra,swarm behaviour,99,7,7
"Endler Guppy ""Japan blue"" - Poecilia wingei - M",Tooth carp,especially colorful,99,5,511
Rusty mouthbrooder DNZ - Iodotropheus sprengerae,Cichlids,especially colorful,99,7,359
Pastel Goby - Tateurdina ocellicauda,Gobies,especially colorful,99,4,249
2x azure cichlids - Sciaenochromis freyeri DNZ pairs,Cichlids,forms territories (when spawning),99,4,291
Butterfly cichlid DNZ XL - Microgeophagus ramirezi,Cichlids,especially colorful,99,5,353
Betta Hybrid Alien Male - Betta splendens,Labyrinth fish,especially colorful,99,5,419
Mosquito rasbora - Boraras brigittae,Beardies,especially colorful,99,4,9
Emperor Cichlid Red Flush - Aulonocara hansbeanschi Red flush,Cichlids,forms territories (when spawning),99,6,357
Mekong Box Puffer - Tetraodon suvattii,Pufferfish,forms precincts,99,3,379
Panda loach - Protomyzon pachychilus,Loaches,especially colorful,99,5,191
"Swordtail ""Black"" - Xiphophorus Helleri",Tooth carp,especially colorful,99,4,456
White-cheeked Goby - Rhinogobius duospilus,Gobies,especially colorful,99,4,218
"Sailfin ""black"" - Poecilia velifera",Tooth carp,forms territories (when spawning),99,6,509
"Platy ""Red Wagtail"" - Xiphophorus maculatus",Tooth carp,especially colorful,99,6,455
Algae Eater - Crossocheilus siamensis,Barbs,especially colorful,99,4,13
2 x Tanganyika golden cichlids - Neolamprologus leleupi - DNZ pairs,Cichlids,forms precincts,99,3,310
Molly silver lyre - Poecilia sphenops,Tooth carp,especially colorful,99,5,500
Purple Fin Loach - Pseudogastromyzon laticeps,Loaches,interesting body shape,99,5,223
"2x Gourami ""Gold"" - Colisa chuna - pair",Labyrinth fish,especially colorful,99,6,397
2x peaceful fighting fish - Betta imbellis - pair,Labyrinth fish,forms territories (when spawning),99,5,426
Three-striped dwarf cichlid - Apistogramma trifasciata,Cichlids,forms territories (when spawning),99,3,356
"Male betta ""Koi Poster"" - Betta splendens",Labyrinth fish,especially colorful,99,4,410
2x Scalar Gold - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),99,3,306
Sucking Loach - Gyrinocheilus aymonieri,Loaches,forms precincts,99,3,166
Chindongo saulosi CORAL RED - 7-9cm,Cichlids,forms precincts,99,2,270
Eyespot Spiny Eel - Macrognathus aculeatus Red fin,Spiny eels,especially colorful,99,6,216
Red Thick-lipped Gourami - Colisa labiosa,Labyrinth fish,forms territories (when spawning),99,4,411
L184 / L107 Brilliant catfish - Ancistrus sp. - DNZ 5-6cm,Catfish,especially colorful,99,6,176
Mouse Loach - Yasuhikotakia morleti,Loaches,swarm behaviour,99,6,219
Corydoras trilineatus - Corydoras trilineatus,Catfish,swarm behaviour,99,5,195
2x Scalar Marble - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),99,6,263
2x five-striped cichlid - Neolamprologus tretocephalus - DNZ - pair,Cichlids,especially colorful,99,6,277
